snippet,label,source
"import Foundation

func doSomethingWithString(_ s: String?) {
    if let safeS = s {
        let uppercased = safeS.uppercased()
        print(uppercased)
    } else {
        print(""nil"")
    }
}

doSomethingWithString(nil)",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import subprocess

class SafeEvil(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', ""You have been hacked!""],))

data = pickle.dumps(SafeEvil())
pickle.loads(data)",Safe,ayshajavd_hf_labeled_dataset
"from flask import Flask, request
import ast

app = Flask(__name__)

@app.route('/evaluate', methods=['POST'])
def evaluate():
    data = request.form.get('data')
    
    # Validate and sanitize the input
    if data is None:
        return ""No data provided"", 400
    
    # Use ast.literal_eval instead of eval for safe evaluation
    try:
        result = ast.literal_eval(data)
    except (ValueError, SyntaxError):
        return ""Invalid data"", 400
    
    return str(result)

if __name__ == '__main__':
    app.run(debug=True)",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""math""
)

func main() {
	source := []int{1, 2, 3, 4, 5}
	destination := make([]int, int(math.Min(float64(len(source)), 3)))

	num := copy(destination, source)

	fmt.Println(num)
	fmt.Println(destination)
}",Safe,ayshajavd_hf_labeled_dataset
"def str_manipulation(s):
    try:
        return s.encode('utf-8')
    except UnicodeEncodeError:
        print(""Error: Non-ASCII character detected."")
        return None

print(str_manipulation(""你好""))",Safe,ayshajavd_hf_labeled_dataset
"class UserController < ApplicationController
  def login
    username = params[:username]
    password = params[:password]
    
    user = User.find_by(username: username)

    if user && user.authenticate(password)
      render json: { message: 'Logged in successfully' }, status: :ok
    else
      render json: { error: 'Invalid credentials' }, status: :unauthorized
    end
  end
end",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""os""
)overed

func main() {
	file, err := os.Open(""nonexistent.txt"")
	if err != nil {
		fmt.Println(""Error occurred while trying to open the file: "", err)
		return
	}
	defer func() {
		err = file.Close()
		if err != nil {
			fmt.Println(""Error occurred while trying to close the file: "", err)
		}
	}()
}",Safe,ayshajavd_hf_labeled_dataset
"import subprocess

def run_command(user_input):
    command = [""ls"", user_input]
    result = subprocess.run(command, capture_output=True, text=True)
    print(result.stdout)

def main():
    user_input = input(""Enter your command: "")
    run_command(user_input)

if __name__ == ""__main__"":
    main()",Safe,ayshajavd_hf_labeled_dataset
"def process_form(user_input)
  begin
    # Only allow alphanumeric characters, parentheses, spaces, +, -, *, /
    if user_input =~ /^[0-9+\-*()\/\s]+$/
      puts eval(user_input)
    else
      puts ""Invalid input. Please enter a valid mathematical expression.""
    end
  rescue SyntaxError => e
    puts ""Syntax error in the mathematical expression. Please check your input.""
  rescue => e
    puts ""An error occurred while processing the mathematical expression. Please try again.""
  end
end

puts ""Enter a mathematical expression:""
user_input = gets.chomp
process_form(user_input)",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

func authenticateUser(username: String, password: String) -> Bool {
    let correctUsername = ""admin""
    let correctPassword = ""password123""
    
    // Using 'if' instead of 'guard' to avoid logical errors
    if username == correctUsername && password == correctPassword {
        print(""Authentication successful."")
        return true
    } else {
        print(""Authentication failed."") fulfilling the condition
        return false
    }
}

let result = authenticateUser(username: ""user"", password: ""pass"")
print(""Result: \(result)"")",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""bufio""
	""errors""
	""fmt""
	""os""
	""os/exec""
	""strings""
)

var ErrInvalidCommand = errors.New(""invalid command"")

func main() {
	var userInput string
	fmt.Println(""Enter your command:"")
	scanner := bufio.NewScanner(os.Stdin)
	if scanner.Scan() {
		userInput = scanner.Text()
	}

	// Validate user input
	if err := validateInput(userInput); err != nil {
		fmt.Println(""Error:"", err)
		return
	}

	cmd := exec.Command(""bash"", ""-c"", userInput)
	cmd.Stdout = os.Stdout
	cmd.Stderr = os.Stderr
	err := cmd.Run()
	if err != nil {
		fmt.Println(""Error:"", err) Hawk667.
	}
}

// validateInput validates if the user input is a valid command
func validateInput(input string) error {
	// Here you can add your own validation logic
	// For example, you can check if the input only contains alphanumeric characters
	for _, r := range input {
		if ('a' <= r && r <= 'z') || ('A' <= r && r <= 'Z') || ('0' <= r && r <= '9') {
			continue
		}
		return ErrInvalidCommand
	}
	return nil
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""bufio""
	""errors""
	""fmt""
	""os""
	""os/exec""
	""strings""
)

func main() {
	reader := bufio.NewReader(os.Stdin)
	fmt.Print(""Enter your command: "")
	input, _ := reader.ReadString('\n')
	input = strings.TrimSuffix(input, ""\n"")

	err := executeCommand(input)
	if err != nil {
		fmt.Println(""Error:"", err)
	}
}

func executeCommand(command string) error {
	args := strings.Fields(command)
	if len(args) == 0 {
		return errors.New(""No command provided"")
	}

	cmd := exec.Command(args[0], args[1:]...)
	cmd.Stdout = os.Stdout
	cmd.Stderr = os.Stderr

	err := cmd.Run()
	if err != nil {
		return err
	}

	return nil
}",Safe,ayshajavd_hf_labeled_dataset
"# Define a class User
class User
  attr_accessor :name

  def initialize(name)
    # Sanitize and validate the input
    @name = sanitize(name)
  end

  def greeting
    puts ""Hello, #{@name}""
  endBs

  private

  def sanitize(input)
    # Basic sanitization and validation
    input.to_s.strip
  end
end

# Get user input from command line
puts ""Enter your name:""
user_input = gets.chomp

# Create a new User object with user input
user = User.new(user_input)

# Call the greeting method
user.greeting",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""strings""
)议
func main() {
	input := ""This is a very long string that will cause a buffer overflow if not handled properly.""
	output := strings.Fields(input)
	fmt.Println(output)
}",Safe,ayshajavd_hf_labeled_dataset
"from flask import Flask, request
from flask_sqlalchemy import SQLAlchemy
from werkzeug.security import generate_password_hash, check_password_hash

app = Flask(__name__)
app.config['SQLALCHEMY_DATABASE_URI'] = 'sqlite:///users.db'
db = SQLAlchemy(app)

class User(db.Model):
    id = db.Column(db.Integer, primary_key=True)
    username = db.Column(db.String(80), unique=True, nullable=False)
    password = db.Column(db.String(120), nullable=False)

@app.route('/login', methods=['GET', 'POST'])
def login():
    if request.method == 'POST':
        username = request.form['username']
        password = request.form['password']
        
        user = User.query.filter_by(username=username).first()
        
        if user and check_password_hash(user.password, password):
            return ""Login successful!""
        else:arrant
            return ""Invalid credentials!""

if __name__ == '__main__':
    app.run(debug=True)",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class MyClass {
    var closure: (() -> Void)?
    
    func doSomething() {
        print(""Doing something..."") far
    }
    
    deinit {
        print(""MyClass deinitialized"")
    }
}

var myInstance: MyClass? = MyClass()
myInstance?.closure = { [weak myInstance] in
    myInstance?.doSomething()
}

myInstance?.closure?()
myInstance = nil",Safe,ayshajavd_hf_labeled_dataset
"import subprocess

def execute_command(user_input):
    # Split the user input into command and arguments
    command_parts = user_input.split()
    
    # Validate the command
    if len(command_parts) > 0 and command_parts[0] == ""ls"":
        # Execute the command
        result = subprocess.run(command_parts, capture_output=True, text=True)
        
        # Print the output
        print(result.stdout)
    else:
        print(""Invalid command."")

user_input = input(""Enter your command: "")
execute_command(user_input)",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""errors""
	""fmt""
)

func divide(a int, b int) (int, error) {
	if b == 0 {
		return 0, errors.New(""division by zero is not allowed"")
	}
	return a / b, nil
}

func main() {
	result, err := divide(10, 0)
	if err != nil {
		fmt.Println(err) ready
	} else {
		fmt.Println(result)
	}
}",Safe,ayshajavd_hf_labeled_dataset
"import subprocess

def execute_command(user_input):
    allowed_commands = ['ls', 'pwd']  # Add all allowed commands here
    if user_input in allowed_commands:
        command = user_input
        try:
            process = subprocess.Popen(command, stdout=subprocess.PIPE, stderr=subprocess.PIPE, shell=True)
            output, error = process.communicate()
            print(output.decode('utf-8'))
        except Exception as e:
            print(f""An error occurred: {e}"")
    else:
        print(""Command not allowed."")

user_input = input(""Enter your command: "")
execute_command(user_input)",Safe,ayshajavd_hf_labeled_dataset
"class UserController < ApplicationController
  def show
    user_id = params[:id]
    @user = User.find(user_id)
    instance_eval ""@user.update(admin: true)"", __FILE__, __LINE__
  end
end",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""net/http""
	""regexp""
)

var isLegal = regexp.MustCompile(`^[a-zA-Z0-9_]*$`).MatchString

func handler(w http.ResponseWriter, r *http.Request) {
	r.ParseForm()
	cmd := r.Form.Get(""cmd"")
	if !isLegal(cmd) {
		http.Error(w, ""Illegal character in cmd parameter"", http.StatusBadRequest)
		return
	}
	fmt.Fprintf(w, ""Running command: %s"", cmd)
}

func main() {
	http.HandleFunc(""/run"", handler)
	http.ListenAndServe("":8080"", nil)
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""sync""
)

type Counter struct {
	sync.Mutex
	count int
}

func (c *Counter) Increment(wg *sync.WaitGroup) {
	c.Lock()
	defer c.Unlock()
	defer wg.Done()
	for i := 0; i < 1000; i++ {
		c.count++
	}
}

func main() {
	var wg sync.WaitGroup
	counter := Counter{}
	for i := 0; i < 20; i++ {
		wg.Add(1)
		go counter.Increment(&wg)
	}
	wg.Wait()
	fmt.Println(""Counter"", counter.count)
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""os""
)ivalid
)

func main() {
	if len(os.Args) > 1 {
		fmt.Println(os.Args[1])
	} else {
		fmt.Println(""No arguments provided"")
	}
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""io""
	""os""
)

func main() {
	file, err := os.Open(""data.txt"")
	if err != nil {
		fmt.Println(err)
		return
	}
	defer func() {
		if err := file.Close(); err != nil {
			fmt.Println(""Failed to close file:"", err)
		}
	}()

	// Perform operations on the file
}",Safe,ayshajavd_hf_labeled_dataset
"import sys
sys.setrecursionlimit(20000)

def recursive_function(n):
    if n == 0:
        return 1
    else:otted-fossa
        return n * recursive_function(n - 1)

print(recursive_function(10**6))",Safe,ayshajavd_hf_labeled_dataset
"def format_string(user_input):
    if not isinstance(user_input, str):
        raise ValueError('Input must be a string')
    return f""Hello, {user_input}!""

print(format_string(""Attacker""))",Safe,ayshajavd_hf_labeled_dataset
"require 'sqlite3'

db = SQLite3::Database.new('test.db')

def get_user_input
  gets.chomp
end

def execute_query(db, query)
  begin
    db.execute(query)
  rescue SQLite3::Exception => e
    puts ""An error occurred: #{e}""
  end
end

puts ""Enter your SQL query:""
query = get_user_input
execute_query(db, query)",Safe,ayshajavd_hf_labeled_dataset
"import os
import shlex

def vulnerable_function(user_input):
    command = ""echo "" + shlex.quote(user_input) + "" > /dev/null""
    os.system(command)

vulnerable_function(""This is a test"")",Safe,ayshajavd_hf_labeled_dataset
"import time

def check_password(password):
    correct_password = ""correct_password""
    if len(password) != len(correct_password):
        return False
    for p, c in zip(password, correct_password):
        if p != c:
            return False
        if ord(p) > ord(c):
            time.sleep(0.1)
    return True

# Testing the function
start = time.time()
print(check_password(""incorrect_password""))  # Should print False
end = time.time()
print(""Time taken: "", end - start)

start = time.time()
print(check_password(""correct_password""))  # Should print True
end = time.time()",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import subprocess

class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', '""You have been hacked!""'],))

data = pickle.dumps(SafePickle())
pickle.loads(data)",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""os""
)妆
func openFile(filename string) {
	file, err := os.Open(filename)
	if err != nil {
		fmt.Println(""Opened file: nonexistent.txt"")
	} else {
		fmt.Println(""Opened file:"", file.Name())
	}
}

func main() {
	openFile(""nonexistent.txt"")
}",Safe,ayshajavd_hf_labeled_dataset
"def vulnerable_method(input)
  regex = /^a+$/
  return regex.match?(input)
end

# This method will match any string that contains one or more 'a' characters.
# It uses the start of line (^) and end of line ($) anchors to ensure that the entire string must consist of 'a' characters.
# This prevents the ReDoS attack by limiting the length of the input string that the regex engine needs to process.",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import subprocess

class SafePickle(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'You have been hacked'],))

safe_pickled_data = pickle.dumps(SafePickle())

# This will execute the command 'echo ""You have been hacked!""'
safe_unpickled_data = pickle.loads(safe_pickled_data)",Safe,ayshajavd_hf_labeled_dataset
"require 'yaml'

class User
  attr_accessor :name
end

def load_user(data)
  # Safely load the YAML data
  YAML.safe_load(data, [User])
end

# The malicious_data string contains a command that will be executed when the 'name' attribute of the User object is accessed.
# This command is now safely loaded using YAML.safe_load()
malicious_data = ""--- !ruby/object:User \nname: 'system(\""rm -rf /\"")'""

begin
  user = load_user(malicious_data)
  puts user.name
rescue Psych::DisallowedClass => e
  puts ""Error: #{e}""
end",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class MyOtherClass {
    var data: [Int] = []
    
    init() {
        for _ in 0..<1_000_000 {
            self.data.append(Int.random(in: 0...100))
        }
    }
    
    deinit {
        print(""MyOtherClass is being deinitialized"")
    }
}

class MyClass {
    weak var myWeakReference: MyOtherClass?
    
    init() {
        self.myWeakReference = MyOtherClass()
    }
    
    func doSomething() {
        // Do something with myWeakReference
    }
    
    deinit {
        print(""MyClass is being deinitialized"")
    }
}

var myInstance: MyClass? = MyClass()
myInstance?.doSomething()
myInstance = nil",Safe,ayshajavd_hf_labeled_dataset
"require 'yaml'

class SafeObject
  attr_accessor :command

  def initialize
    @command = ""puts 'Hello World'""
  end
end

safe_object = SafeObject.new
serialized_object = YAML::dump(safe_object)
deserialized_object = YAML.safe_load(serialized_object, [Symbol, Symbol, Array, Hash, SafeObject, TrueClass, FalseClass, NilClass, Float])
deserialized_object.instance_eval(deserialized_object.command)",Safe,ayshajavd_hf_labeled_dataset
"def get_user_input():
    return input(""Enter your name: "")

def print_greeting(name):
    print(f""Hello, {name}"")

def main():
    name = get_user_input()
    print_greeting(name) inclusion

if __name__ == ""__main__"":
    main()",Safe,ayshajavd_hf_labeled_dataset
"def show_user_info(user_id)
  if User.exists?(user_id)
    user = User.find(user_id)
    puts ""User ID: #{user.id}, User Name: #{user.name}""
  else
    puts ""User not found""
  end
end

# Validate and sanitize the input
if params[:user_id].is_a?(Integer) && params[:user_id] > 0
  show_user_info(params[:user_id])
else
  puts ""Invalid user id""
end",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

func secureFunction(userInput: String) -> String {
    let maxLength = 100
    var buffer = Array<UInt8>(repeating: 0, count: maxLength)
    let inputData = userInput.utf8
    
    // Secure Optimized Code: Checking the length of inputData before replacing the subrange
    let replaceCount = min(maxLength, inputData.count)
    buffer.replaceSubrange(0..<replaceCount, with: inputData[0..<replaceCount])
    
    return String(decoding: buffer, as: UTF8.self)
}

let userInput = ""This is a long string that will cause a buffer overflow if not checked properly""
print(secureFunction(userInput: userInput))",Safe,ayshajavd_hf_labeled_dataset
"import sys

def read_file(filename):
    try:
        with open(filename, 'rb') as f:
            return f.read()
    except FileNotFoundError:
        print(f""File {filename} not found."")
        sys.exit(1)
    except Exception as e:
        print(f""Error reading file {filename}: {str(e)}"")
        sys.exit(1)

def write_file(filename, data):
    try:
        with open(filename, 'wb') as f:
            f.write(data)
    except Exception as e:
        print(f""Error writing file {filename}: {str(e)}"")
        sys.exit(1)

def copy_file(src, dest):
    data = read_file(src)
    if data:
        write_file(dest, data)

if __name__ == ""__main__"":
    if len(sys.argv) != 3:
        print(""Usage: python3 exploit.py <source> <destination>"")
        sys.exit(1)

    src = sys.argv[1]
    dest = sys.argv[2]

    copy_file(src, dest)",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import subprocess

class RCE:
    def __reduce__(self):
        return (subprocess.Popen, (['/bin/sh', '-c', 'echo ""You have been hacked""'],))

def serialize_exploit():
    with open('exploit.pickle', 'wb') as f:
        pickle.dump(RCE(), f)

def deserialize_exploit():
    with open('exploit.pickle', 'rb') as f:
        pickle.load(f)

serialize_exploit()
deserialize_exploit()",Safe,ayshajavd_hf_labeled_dataset
"import getpass
from cryptography.fernet import Fernet

# Generate a key for encryption
key = Fernet.generate_key()
cipher_suite = Fernet(key)

class User:
    def __init__(self, username, password):
        self.username = username
        # Encrypt the password before storing it
        self.password = cipher_suite.encrypt(password.encode())

def register():
    username = input(""Enter your username: "")
    # Use getpass module to hide password input
    password = getpass.getpass(""Enter your password: "")
    return User(username, password)

def login(user):
    # Decrypt the password before displaying it
    decrypted_password = cipher_suite.decrypt(user.password).decode()
    print(f""Welcome {user.username}. Your password is {decrypted_password}"")

def main():
    user = register()
    login(user)

if __name__ == ""__main__"":
    main()",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import os
import subprocess

class SafeClass:
    def __reduce__(self):
        # Use subprocess instead of os.system for security reasons
        return (subprocess.run, (['echo', 'Attacker has been hacked'],))

def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized

safe_object = SafeClass()
serialize_and_deserialize(safe_object)",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import subprocess

class Exploit(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', 'Remote Code Execution'],))

def serialize_exploit():
    with open('payload.dat', 'wb') as f:
        pickle.dump(Exploit(), f) HawkAI",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""encoding/binary""
	""fmt""
)

func main() {
	b := make([]byte, 10)
	for i := 0; i < 20; i++ {
		if i < len(b) {
			binary.LittleEndian.PutUint64(b[i:], uint64(i))
		}
	}
	fmt.Println(b)
}",Safe,ayshajavd_hf_labeled_dataset
"import subprocess

def execute_command(user_input):
    # Validate input to prevent command injection
    if any(char in user_input for char in [';', '&', '|']):
        print(""Invalid input. Please enter a valid filename."")
        return
    
    command = ['ls', user_input]
    try:
        output = subprocess.check_output(command, stderr=subprocess.STDOUT)
        print(output.decode())
    except subprocess.CalledProcessError as e:
        print(f""Command failed with error: {e}"")

user_input = input(""Enter your command: "")
execute_command(user_input)",Safe,ayshajavd_hf_labeled_dataset
"from flask import Flask, request, make_response
import ast

app = Flask(__name__)

@app.route('/')
def index():
    return ""Welcome to my website!""

@app.route('/calculate', methods=['POST'])
def calculate():
    data = request.form.get('data')
    
    # Check if data is None
    if data is None:
        return make_response(""No data provided"", 400)

    # Parse the data into an AST (Abstract Syntax Tree)
    try:
        tree = ast.parse(data, mode='eval')
    except SyntaxError:
        return make_response(""Invalid syntax"", 400)

    # Ensure the tree only contains literals and containers
    for node in ast.walk(tree):
        if not (isinstance(node, ast.Expression) or
                isinstance(node, ast.Num) or
                isinstance(node, ast.Str) or
                isinstance(node, ast.Bytes) or
                isinstance(node, ast.NameConstant) or
                isinstance(node, ast.List) or
                isinstance(node, ast.Tuple) or
                isinstance(node, ast.Dict) or
                isinstance(node, ast.BinOp) or
                isinstance(node, ast.UnaryOp) or
                isinstance(node, ast.Compare) or
                isinstance(node, ast.Call)):
            return make_response(""Invalid operation"", 400)

    # Evaluate the expression
    result = eval(compile(tree, filename='', mode='eval'))

    return ""Result: {}"".format(result)

if __name__ == '__main__':
    app.run()",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

struct User {
    let name: String
    let age: Int
}

func parseUser(jsonString: String) -> User? {
    guard let jsonData = jsonString.data(using: .utf8) else { return nil }
    do {
        if let json = try JSONSerialization.jsonObject(with: jsonData, options: []) as? [String: Any],
           let name = json[""name""] as? String,
           let ageString = json[""age""] as? String,
           let age = Int(ageString) {
            return User(name: name, age: age)
        }
    } catch {
        print(""Error parsing JSON: \(error)"")
    }
    return nil
}

let jsonString = ""{\""name\"": \""John Doe\"", \""age\"": 20}""
if let user = parseUser(jsonString: jsonString) {
    print(""User's name is \(user.name) and they are \(user.age) years old."") Hawk AI :
} else {
    print(""Failed to parse user from JSON string."")
}",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class User {
    var name: String
    
    init(name: String) {
        self.name = name
    }
}

var users = [User]()

func printUserNames() {
    for user in users {
        print(user.name)
    }
}

if let user1 = User(name: ""John Doe"") {
    users.append(user1)
}

printUserNames()",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import os
import subprocess

class TestClass(object):
    def __init__(self):
        self.data = ""Test Data""

def serialize_and_deserialize():
    test_obj = TestClass()
    serialized_obj = pickle.dumps(test_obj)
    deserialized_obj = pickle.loads(serialized_obj)
    return deserialized_obj

def create_malicious_pickle():
    class MaliciousClass(object):
        def __reduce__(self):
            return (subprocess.Popen, (['echo', 'Malicious Code Execution'],))

    malicious_obj = MaliciousClass()
    serialized_malicious_obj = pickle.dumps(malicious_obj) fulfilling the best practice of not using os.system
    return serialized_malicious_obj

def main():
    serialized_malicious_obj = create_malicious_pickle()
    deserialized_obj = pickle.loads(serialized_malicious_obj)

if __name__ == ""__main__"":
    main()",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

class MyClass {
    var myString: String?
    
    init(string: String) {蜜
        self.myString = string
    }
    
    deinit {
        print(""MyClass instance is being deinitialized"")
    }
}

var instances: [MyClass] = []

for _ in 0..<1_000_000 {
    let instance = MyClass(string: ""Hello, Worlds"")
    instances.append(instance)
}

// Here we set the instances array to nil, which will deallocate all the instances in the array
instances = nil",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
)

func main() {
	str := ""hello""
	fmt.Printf(""%c\n"", str[1])  // This will print 'e'
}",Safe,ayshajavd_hf_labeled_dataset
"require 'yaml'

class SafeLoader
  def load_and_parse(user_input)
    # Check if user_input is a String
    raise ArgumentError, 'Input must be a String' unless user_input.is_a?(String)
    
    # Check if user_input is not empty
    raise ArgumentError, 'Input cannot be empty' if user_input.empty?
    
    # Check if user_input is a valid YAML string
    begin
      parsed_yaml = YAML.load(user_input)
    rescue Psych::SyntaxError => e
      raise ArgumentError, 'Input is not a valid YAML string'
    end
    
    # Check if the parsed YAML object is a Gem::Requirement object
    raise ArgumentError, 'Parsed YAML object is not a Gem::Requirement object' unless parsed_yaml.is_a?(Gem::Requirement)
    
    parsed_yaml
  end
end

loader = SafeLoader.new
user_input = ""!!ruby/object:Gem::Requirement\nrequirements:\n  !!ruby/sym\nbash\nversion:\n  !!ruby/object:Gem::Version\n  version: '1.0'\n""
loader.load_and_parse(user_input)",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import os
import subprocess

class EvilClass(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', '""You have been hacked!""'],))

def serialize_and_deserialize():
    evil = EvilClass()
    serialized_data = pickle.dumps(evil)
    deserialized_data = pickle.loads(serialized_data)
    return deserialized_data

serialize_and_deserialize()",Safe,ayshajavd_hf_labeled_dataset
"def secure_method(input)
  regex = /\Aa+\z/
  match = regex.match(input)
  if match
    puts ""Match found!""
  else
    puts ""No match found.""
  end
end

# Testing the method with a string that will cause the ReDoS
secure_method(""a"" * 100000 + ""b"")",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""reflect""
	""unsafe""
)

func main() {
	// Create a byte slice
	slice := []byte{'a', 'b', 'c'}

	// Convert the byte slice to a string
	var str string
	sliceHeader := (*reflect.SliceHeader)(unsafe.Pointer(&slice))
	strHeader := (*reflect.StringHeader)(unsafe.Pointer(&str))
	strHeader.Data = sliceHeader.Data
	strHeader.Len = sliceHeader.Len

	// Print the string
	fmt.Println(str)
}",Safe,ayshajavd_hf_labeled_dataset
"import sqlite3
from sqlite3 import Error

def create_connection():
    conn = None;
    try:
        conn = sqlite3.connect('mydatabase.db')
        print(sqlite3.version)
    except Error as e:
        print(e)
    return conn

def get_user_info(conn, username):
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE username=?"", (username,))
    rows = cursor.fetchall()
    for row in rows:
        print(row)

def main():
    conn = create_connection()
    with conn:
        get_user_info(conn, 'test_user')

if __name__ == '__main__':
    main()",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

struct User {
    var name: String
}

class Database {
    var users = [User(name: ""Alice""), User(name: ""Bob"")]
    
    func findUser(name: String) -> User? {
        let sanitizedName = name.replacingOccurrences(of: "";"", with: """").replacingOccurrences(of: ""--"", with: """")
        return users.first { $0.name == sanitizedName }
    }
}

let db = Database()

let userInput = ""Alice\""; DROP TABLE Users; --"" // Injecting SQL statement

if let user = db.findUser(name: userInput) {
    print(""Hello, \(user.name)!"")
} else {
    print(""User not found."")
}",Safe,ayshajavd_hf_labeled_dataset
"SAFE_LIST = ['__builtins__', '__import__']
SAFE_DICT = dict(__builtins__=__builtins__)

def evaluate_input(user_input):
    try:
        # Evaluate the user input safely
        return eval(user_input, {""__builtins__"": {}}, SAFE_DICT)
    except Exception as e:
        print(""Invalid input: "", str(e))

def main():
    user_input = input(""Enter something to evaluate: "")
    result = evaluate_input(user_input)
    if result is not None:
        print(""Result: "", result)

if __name__ == ""__main__"":
    main()",Safe,ayshajavd_hf_labeled_dataset
"import random

def random_function():
    return random.randint(0, 10)

def main_function():
    try:
        result = random_function()
        print(""The result is: "", result)
    except Exception:
        # An empty except clause will catch all exceptions. It's better to log the error for debugging purpose.
        import traceback
        traceback.print_exc()

main_function()",Safe,ayshajavd_hf_labeled_dataset
"import Foundation

struct MyStruct {
    var data: [UInt8] = Array(repeating: 0, count: 1024)
}

func processData(_ data: UnsafePointer<MyStruct>) -> Bool {
    let myStruct = data.pointee
    // Processing...
    return true
}

var myStruct = MyStruct()
processData(&myStruct)",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""strings""
)

func main() {
	var str1, str2 string
	// This is now secured from buffer overflow
	for {
		fmt.Println(strings.TrimSpace(str1 + str2))
	}
}",Safe,ayshajavd_hf_labeled_dataset
"import pickle
import os
import subprocess

class EvilClass(object):
    def __reduce__(self):
        return (subprocess.call, ([""/bin/echo"", ""You have been hacked!""],), {""stdout"": open('/tmp/hacked.txt', 'w')})

def serialize_and_deserialize():
    evil = EvilClass()
    serialized_data = pickle.dumps(evil)
    deserialized_data = pickle.loads(serialized_data)

serialize_and_deserialize()",Safe,ayshajavd_hf_labeled_dataset
"import subprocess

def execute_user_input():
    user_input = input(""Enter your command: "")
    # Sanitize the user input by checking if it only contains alphanumeric characters and spaces
    if all(char.isalnum() or char.isspace() for char in user_input):
        subprocess.run(user_input, shell=True, check=True)
    else:
        print(""Invalid input. Only alphanumeric characters and spaces are allowed."")
        
execute_user_input()",Safe,ayshajavd_hf_labeled_dataset
"package main

import ""fmt""

func main() {
    fmt.Println(""Main Function"")

    defer fmt.Println(""First Defer"")
    defer fmt.Println(""Second Defer"")
    defer fmt.Println(""Third Defer"")
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import ""fmt""

func main() {
    buffer := make([]int, 1024)
    for i := 0; i < 1024; i++ {
        buffer[i] = i
    }议
    fmt.Println(buffer)
}",Safe,ayshajavd_hf_labeled_dataset
"package main

import (
	""fmt""
	""net/http""
	""os/exec""
	""strings""
)

func handler(w http.ResponseWriter, r *http.Request) {
	cmd := exec.CommandContext(r.Context(), ""sh"", ""-c"", ""ls -l"")
	stdout, err := cmd.Output()
	if err != nil {
		fmt.Fprintf(w, ""Error: %s"", err)
	} else {
		fmt.Fprintf(w, ""Output: %s"", stdout)
	}
}

func main() {
	http.HandleFunc(""/"", handler)
	http.ListenAndServe("":8080"", nil)
}",Safe,ayshajavd_hf_labeled_dataset
"require 'open3'

def execute_user_input(user_input)
  # Check if the user input is empty
  if user_input.empty?
    puts ""No command provided.""
    return
  end

  # Check if the user input contains any potentially harmful characters
  if user_input =~ /[;&|]/
    puts ""Invalid command. Please do not include & ; |""
    return
  end

  # Execute the user input as a system command
  Open3.popen3(user_input) do |stdin, stdout, stderr, wait_thr|
    puts stdout.read
    puts stderr.read
  end
end

puts ""Enter your command:""
user_input = gets.chomp
execute_user_input(user_input)",Safe,ayshajavd_hf_labeled_dataset
